MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
55275,AP,1600279,AC LARANJAL DO JARI,RUA TANCREDO NEVES,0,2795,AGRESTE,LARANJAL DO JARI,LARANJAL DO JARI,AP,68920970
57340,AP,1600253,AC ITAUBAL,RUA LAURITA ALMEIDA BARBOSA,0,115,CENTRO,ITAUBAL,ITAUBAL,AP,68976970
55308,AP,1600238,AC FERREIRA GOMES,AVENIDA VEREADOR CHICO MAIA,0,388,CENTRO,FERREIRA GOMES,FERREIRA GOMES,AP,68915970
55272,AP,1600204,AC CALCOENE,AVENIDA EULALIO MODESTO,0,,CENTRO,CALCOENE,CALCOENE,AP,68960970
55239,AP,1600105,AC AMAPA,AVENIDA GUARANI,0,342,CENTRO,AMAPA,AMAPA,AP,68950970
58441,AP,1600303,AC SAO LAZARO,RUA ADILSON JOSE PINTO PEREIRA,0,156,SAO LAZARO,MACAPA,MACAPA,AP,68908973
57330,AP,1600154,AC PEDRA BRANCA DO AMAPARI,RUA FRANCISCO BRAZ,0,,CENTRO,PEDRA BRANCA DO AMAPARI,PEDRA BRANCA DO AMAPARI,AP,68945970
59101,AP,1600303,AC MARCO ZERO,RUA CLAUDOMIRO DE MORAES,SIAC DA ZONA SUL,,NOVO BURITIZAL,MACAPA,MACAPA,AP,68903971
57329,AP,1600212,AC CUTIAS,RUA MANOEL RAIMUNDO,0,,CENTRO,CUTIAS,CUTIAS,AP,68973970
63156,AP,1600303,AC BEIROL,RUA JOVINO DINOA,0,,BEIROL,MACAPA,MACAPA,AP,68902970
63298,AP,1600303,AC BAILIQUE,GLEBA ILHA DO MARINHEIRO,0,,CENTRO,BAILIQUE,MACAPA,AP,68913970
2696,BA,2933604,AC XIQUE XIQUE,RUA CORONEL MANOEL TEIXEIRA,0,91,CENTRO,XIQUE XIQUE,XIQUE XIQUE,BA,47400970
2983,BA,2933505,AC WENCESLAU GUIMARAES,RUA OTAVIANO SANTOS LISBOA,0,259,CENTRO,WENCESLAU GUIMARAES,WENCESLAU GUIMARAES,BA,45460970
2688,BA,2933307,AC VITORIA DA CONQUISTA,PRACA JOAQUIM CORREIA,0,41,CENTRO,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,BA,45000970
3091,BA,2933257,AC VEREDA,AVENIDA EUJACIO SIMOES,0,106,CENTRO,VEREDA,VEREDA,BA,45955970
2611,BA,2933208,AC VERA CRUZ,RUA DA RODAGEM,0,57,CENTRO,VERA CRUZ,VERA CRUZ,BA,44470970
3090,BA,2933174,AC VARZEDO,PRACA VEREADOR VIVALDO BITENCOURT,TERREO,30,CENTRO,VARZEDO,VARZEDO,BA,44565970
2682,BA,2933158,AC VARZEA NOVA,RUA PADRE ALFREDO HAASLER,0,108,CENTRO,VARZEA NOVA,VARZEA NOVA,BA,44690970
2734,BA,2933059,AC VARZEA DA ROCA,PRACA ALFREDO NAVARRO,0,437,CENTRO,VARZEA DA ROCA,VARZEA DA ROCA,BA,44635970
2756,BA,2933000,AC VALENTE,PRACA PETRONILIO LOPES,0,120,CENTRO,VALENTE,VALENTE,BA,48890970
2943,BA,2932903,AC VALENCA,PRACA DA REPUBLICA,0,116,CENTRO,VALENCA,VALENCA,BA,45400970
2793,BA,2932804,AC UTINGA,PRACA ANTONIO MUNIZ,0,29,CENTRO,UTINGA,UTINGA,BA,46810970
2879,BA,2932705,AC URUCUCA,RUA LOMANTO JUNIOR,0,,CENTRO,URUCUCA,URUCUCA,BA,45680970
2923,BA,2932606,AC URANDI,TRAVESSA DOUTOR LUIS GOMES,0,1,CENTRO,URANDI,URANDI,BA,46350970
2694,BA,2932408,AC UIBAI,PRACA JOAO DA ROCHA MACHADO,0,,CENTRO,UIBAI,UIBAI,BA,44950970
2876,BA,2932309,AC UBATA,RUA MINISTRO BARROS BARRETO,0,,CENTRO,UBATA,UBATA,BA,45550970
2829,BA,2932101,AC UBAIRA,RUA OTAVIO MANGABEIRA,0,8,CENTRO,UBAIRA,UBAIRA,BA,45310970
56451,BA,2910800,AC TOMBA,PRACA MACARIO BARRETO,0,106,TOMBA,FEIRA DE SANTANA,FEIRA DE SANTANA,BA,44090970
2722,BA,2931707,AC TERRA NOVA,AVENIDA CESAR BORGES,0,2,CENTRO,TERRA NOVA,TERRA NOVA,BA,44270970
56817,BA,2927408,AC TERM CARG AER SALVADOR,ALAMEDA DILSON JATAHY FONSECA,CENTRO COMERCIAL NS FATIMA LOJAS 06 E 07,1255,STELLA MARIS,SALVADOR,SALVADOR,BA,41600970
2755,BA,2931509,AC TEOFILANDIA,RUA ANTONIO SERAPIAO,0,2,CENTRO,TEOFILANDIA,TEOFILANDIA,BA,48770970
2832,BA,2931350,AC TEIXEIRA DE FREITAS,RUA EURICO GASPAR DUTRA,0,78,CENTRO,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS,BA,45985970
2693,BA,2931301,AC TAPIRAMUTA,RUA MARIANO ALVES,0,82,CENTRO,TAPIRAMUTA,TAPIRAMUTA,BA,44840970
2828,BA,2931202,AC TAPEROA,RUA MAJOR ANTONIO BITTENCOURT,0,,CENTRO,TAPEROA,TAPEROA,BA,45430970
2754,BA,2931103,AC TANQUINHO,PRACA SAMUEL CARLOS PEREIRA,0,45,CENTRO,TANQUINHO,TANQUINHO,BA,44160970
2927,BA,2931053,AC TANQUE NOVO,AVENIDA PREFEITO JOAO NEVES,0,,CENTRO,TANQUE NOVO,TANQUE NOVO,BA,46580970
2905,BA,2931004,AC TANHACU,PRACA LUIS EDUARDO MAGALHAES,0,,CENTRO,TANHACU,TANHACU,BA,46600970
3057,BA,2927408,AC SUMARE,AVENIDA TANCREDO NEVES,LOJA 110,1506,CAMINHO DAS ARVORES,SALVADOR,SALVADOR,BA,41820970
2969,BA,2930808,AC SOUTO SOARES,PRACA JUTAHY MAGALHAES,0,,CENTRO,SOUTO SOARES,SOUTO SOARES,BA,46990970
2992,BA,2930774,AC SOBRADINHO,AVENIDA JOSE BALBINO SOUZA,0,,CENTRO,SOBRADINHO,SOBRADINHO,BA,48925970
2924,BA,2930758,AC SITIO DO MATO,RUA SETE DE SETEMBRO,0,,CENTRO,SITIO DO MATO,SITIO DO MATO,BA,47610970
2609,BA,2930709,AC SIMOES FILHO,RUA PADRE EMILLE FELIX WAGNER,0,34,CENTRO,SIMOES FILHO,SIMOES FILHO,BA,43700970
61945,BA,2927408,AC SHOPPING PARALELA,AVENIDA LUIS VIANA,LOJA 106 - B,8544,ALPHAVILLE I,SALVADOR,SALVADOR,BA,41701970
2932,BA,2930501,AC SERRINHA,RUA AGENOR DE FREITAS,0,349,CENTRO,SERRINHA,SERRINHA,BA,48700971
2753,BA,2930402,AC SERRA PRETA,AVENIDA DO CONTORNO,0,,CENTRO,SERRA PRETA,SERRA PRETA,BA,44660970
2632,BA,2930204,AC SENTO SE,AVENIDA DESEMBARGADOR OSVALDO SENTO SE,0,,CENTRO,SENTO SE,SENTO SE,BA,47350970
2641,BA,2930105,AC SENHOR DO BONFIM,PRACA DOUTOR JOSE GONCALVES,0,148,CENTRO,SENHOR DO BONFIM,SENHOR DO BONFIM,BA,48970970
2977,BA,2930006,AC SEBASTIAO LARANJEIRAS,RUA NICOLAU SUERDICK,CORREIOS,65,CENTRO,SEBASTIAO LARANJEIRAS,SEBASTIAO LARANJEIRAS,BA,46450970
2792,BA,2929909,AC SEABRA,PRACA QUINTINO BOCAIUVA,0,,CENTRO,SEABRA,SEABRA,BA,46900970
2691,BA,2929800,AC SAUDE,TRAVESSA DOIS DE JULHO,0,58,CENTRO,SAUDE,SAUDE,BA,44740970
2827,BA,2929602,AC SAPEACU,AVENIDA DOUTOR JOAQUIM BARRETO DE ARAUJO,0,,CENTRO,SAPEACU,SAPEACU,BA,44530970
2826,BA,2929404,AC SAO MIGUEL DAS MATAS,RUA MARECHAL CASTELO BRANCO,0,4,CENTRO,SAO MIGUEL DAS MATAS,SAO MIGUEL DAS MATAS,BA,44580970
2916,BA,2929305,AC SAO GONCALO DOS CAMPOS,AVENIDA ANIBAL PEDREIRA,0,3,CENTRO,SAO GONCALO DOS CAMPOS,SAO GONCALO DOS CAMPOS,BA,44330970
2679,BA,2929255,AC SAO GABRIEL,RUA SETE DE SETEMBRO,0,171,CENTRO,SAO GABRIEL,SAO GABRIEL,BA,44915970
2912,BA,2929008,AC SAO FELIX,RUA JOSE JOAQUIM SEABRA,0,7,CENTRO,SAO FELIX,SAO FELIX,BA,44360970
2825,BA,2929107,AC SAO FELIPE,RUA DOM MACEDO COSTA,0,309,CENTRO,SAO FELIPE,SAO FELIPE,BA,44550970
2757,BA,2928950,AC SAO DOMINGOS,RUA DA AURORA,0,15,CENTRO,SAO DOMINGOS,SAO DOMINGOS,BA,48895970
2974,BA,2927408,AC SAO CAETANO,ESTRADA DE CAMPINAS,0,382,SAO CAETANO,SALVADOR,SALVADOR,BA,40391970
2752,BA,2928802,AC SANTO ESTEVAO,RUA PROFESSORA IACY LOPES AMORIM,0,,CENTRO,SANTO ESTEVAO,SANTO ESTEVAO,BA,44190970
2910,BA,2928703,AC SANTO ANTONIO DE JESUS,R MONSENHOR FRANCISCO MANOEL DA SILVA,0,85,CENTRO,SANTO ANTONIO DE JESUS,SANTO ANTONIO DE JESUS,BA,44430971
2750,BA,2928307,AC SANTANOPOLIS,PRACA PADRE LUCIO ORNELAS,0,168,CENTRO,SANTANOPOLIS,SANTANOPOLIS,BA,44260970
2937,BA,2928208,AC SANTANA,PRACA DA BANDEIRA,0,,CENTRO,SANTANA,SANTANA,BA,47700970
2749,BA,2928000,AC SANTALUZ,AVENIDA NILTON OLIVEIRA SANTOS,0,73,CENTRO,SANTALUZ,SANTALUZ,BA,48880970
2823,BA,2928505,AC SANTA TERESINHA,PRACA APIO MEDRADO,0,,CENTRO,SANTA TEREZINHA,SANTA TEREZINHA,BA,44590970
2936,BA,2928109,AC SANTA MARIA DA VITORIA,PRACA LUIS VIANA FILHO,0,89,CENTRO,SANTA MARIA DA VITORIA,SANTA MARIA DA VITORIA,BA,47640970
2822,BA,2927903,AC SANTA INES,PRACA DUQUE DE CAXIAS,0,19,CENTRO,SANTA INES,SANTA INES,BA,45320970
2873,BA,2927804,AC SANTA CRUZ DA VITORIA,PRACA MANOEL ALVES LIRA,LT 13  QD 06 LOTEAMENTO MAFRA MAGALHAES,,CENTRO,SANTA CRUZ DA VITORIA,SANTA CRUZ DA VITORIA,BA,45725970
2872,BA,2927705,AC SANTA CRUZ CABRALIA,RUA PRESIDENTE VARGAS,0,186,CENTRO,SANTA CRUZ CABRALIA,SANTA CRUZ CABRALIA,BA,45807970
2748,BA,2927507,AC SANTA BARBARA,RUA LOMANTO JUNIOR,0,177,CENTRO,SANTA BARBARA,SANTA BARBARA,BA,44150970
2589,BA,2927309,AC SALINAS DA MARGARIDA,AVENIDA PRESIDENTE VARGAS,0,,CENTRO,SALINAS DA MARGARIDA,SALINAS DA MARGARIDA,BA,44450970
2791,BA,2927200,AC RUY BARBOSA,PRACA CICERO ALENCAR DE ALMEIDA,0,143,CENTRO,RUY BARBOSA,RUY BARBOSA,BA,46800970
2889,BA,2927408,AC RIO VERMELHO,RUA JOAO GOMES,0,140,RIO VERMELHO,SALVADOR,SALVADOR,BA,41950970
2718,BA,2927002,AC RIO REAL,AVENIDA MANGABINHA,0,154,CENTRO,RIO REAL,RIO REAL,BA,48330970
2789,BA,2926905,AC RIO DO PIRES,PRACA MANOEL MARQUES AZEVEDO,0,,CENTRO,RIO DO PIRES,RIO DO PIRES,BA,46550970
2922,BA,2926806,AC RIO DO ANTONIO,RUA FLORINDO SILVEIRA,0,100,CENTRO,RIO DO ANTONIO,RIO DO ANTONIO,BA,46220970
3084,BA,2926657,AC RIBEIRAO DO LARGO,RUA JUVENCIO GONCALVES,0,6,CENTRO,RIBEIRAO DO LARGO,RIBEIRAO DO LARGO,BA,45155970
2659,BA,2926608,AC RIBEIRA DO POMBAL,RUA SALUSTIANO GUERRA,0,,CENTRO,RIBEIRA DO POMBAL,RIBEIRA DO POMBAL,BA,48400970
2657,BA,2926509,AC RIBEIRA DO AMPARO,PRACA PREFEITO MARCELLO BRITO,0,,CENTRO,RIBEIRA DO AMPARO,RIBEIRA DO AMPARO,BA,48440970
2921,BA,2926400,AC RIACHO DE SANTANA,RUA GUILHERME DE CASTRO,0,386,CENTRO,RIACHO DE SANTANA,RIACHO DE SANTANA,BA,46470970
2746,BA,2926301,AC RIACHAO DO JACUIPE,RUA MARECHAL CASTELO BRANCO,0,,CENTRO,RIACHAO DO JACUIPE,RIACHAO DO JACUIPE,BA,44640970
2745,BA,2926103,AC RETIROLANDIA,RUA RUY BARBOSA,0,149,CENTRO,RETIROLANDIA,RETIROLANDIA,BA,48750970
2875,BA,2926004,AC REMANSO,RUA VIRGILIO SA,0,75,CENTRO,REMANSO,REMANSO,BA,47200970
3000,BA,2925956,AC RAFAEL JAMBEIRO,LARGO DA LIBERDADE,0,,CENTRO,RAFAEL JAMBEIRO,RAFAEL JAMBEIRO,BA,44520970
3083,BA,2925931,AC QUIXABEIRA,RUA JOVITO SOUZA NOVAIS,0,95,CENTRO,QUIXABEIRA,QUIXABEIRA,BA,44713970
2690,BA,2925600,AC PRESIDENTE DUTRA,RUA ESPERANCA,0,,CENTRO,PRESIDENTE DUTRA,PRESIDENTE DUTRA,BA,44930970
2871,BA,2925501,AC PRADO,RUA OLINTO MARCIAL DA CUNHA,0,22,CENTRO,PRADO,PRADO,BA,45980970
2870,BA,2925402,AC POTIRAGUA,PRACA DA BANDEIRA,0,160,CENTRO,POTIRAGUA,POTIRAGUA,BA,45790970
2866,BA,2923001,AC POSTO DA MATA,AVENIDA ANTONIO CARLOS MAGALHAES,0,1615,CENTRO,POSTO DA MATA,NOVA VICOSA,BA,45928970
2868,BA,2925303,AC PORTO SEGURO,RUA ITAGIBA,0,85,CENTRO,PORTO SEGURO,PORTO SEGURO,BA,45810970
2716,BA,2925204,AC POJUCA,PRACA LAURO DE FREITAS,0,105,CENTRO,POJUCA,POJUCA,BA,48120970
2857,BA,2925105,AC POCOES,TRAVESSA CONEGO PITHON,0,200,CENTRO,POCOES,POCOES,BA,45260970
2978,BA,2924900,AC PLANALTINO,PRACA RUY BARBOSA,0,142,CENTRO,PLANALTINO,PLANALTINO,BA,45375970
2854,BA,2924801,AC PIRITIBA,PRACA GETULIO VARGAS,0,34,CENTRO,PIRITIBA,PIRITIBA,BA,44830970
2902,BA,2924702,AC PIRIPA,RUA OLIVEIRA BRITO,0,140,CENTRO,PIRIPA,PIRIPA,BA,46270970
3080,BA,2924678,AC PIRAI DO NORTE,PRACA SANTO ANTONIO,0,166,CENTRO,PIRAI DO NORTE,PIRAI DO NORTE,BA,45436970
2629,BA,2924603,AC PINDOBACU,RUA SETE DE SETEMBRO,0,34,CENTRO,PINDOBACU,PINDOBACU,BA,44770970
2920,BA,2924504,AC PINDAI,RUA SETE DE SETEMBRO,2920,44,CENTRO,PINDAI,PINDAI,BA,46360970
2786,BA,2924306,AC PIATA,RUA TELESPHORO H PEREIRA,0,283,CENTRO,PIATA,PIATA,BA,46765970
2715,BA,2924108,AC PEDRAO,PRACA PRESIDENTE MEDICI,SEDE,,CENTRO,PEDRAO,PEDRAO,BA,48140970
3006,BA,2924058,AC PE DE SERRA,RUA MANOEL CARNEIRO RIOS,0,95,CENTRO,PE DE SERRA,PE DE SERRA,BA,44655970
2653,BA,2924009,AC PAULO AFONSO,RUA DA PROVIDENCIA,0,192,PERPETUO SOCORRO,PAULO AFONSO,PAULO AFONSO,BA,48603970
2867,BA,2923902,AC PAU BRASIL,PRACA JURACY MAGALHAES,0,160,CENTRO,PAU BRASIL,PAU BRASIL,BA,45890970
3093,BA,2927408,AC PARIPE,RUA DA ESTACAO,EDIFICIO DOIS IRMAOS  LOJA 0002,104,PARIPE,SALVADOR,SALVADOR,BA,40810970
2956,BA,2923704,AC PARATINGA,PRACA DOIS DE JULHO,0,150,CENTRO,PARATINGA,PARATINGA,BA,47500970
2785,BA,2923605,AC PARAMIRIM,RUA HERMENEGILDO RIBEIRO MAGALHAES,0,113,CENTRO,PARAMIRIM,PARAMIRIM,BA,46190970
2919,BA,2923407,AC PALMAS DE MONTE ALTO,TRAVESSA CORONEL FIGUEIREDO,0,7,CENTRO,PALMAS DE MONTE ALTO,PALMAS DE MONTE ALTO,BA,46460970
3015,BA,2923357,AC OUROLANDIA,RUA SAO JOSE,0,79,CENTRO,OUROLANDIA,OUROLANDIA,BA,44718970
2714,BA,2923308,AC OURICANGAS,PRACA SANTO ANTONIO,0,84,CENTRO,OURICANGAS,OURICANGAS,BA,48150970
2955,BA,2923209,AC OLIVEIRA DOS BREJINHOS,TRAVESSA DUQUE DE CAXIAS,0,,CENTRO,OLIVEIRA DOS BREJINHOS,OLIVEIRA DOS BREJINHOS,BA,47530970
2996,BA,2917706,AC NUCLEO RESIDENCIAL PILAR,AVENIDA CARAIBA,0,859,CENTRO,NUCLEO RESIDENCIAL PILAR,JAGUARARI,BA,48967970
3078,BA,2923035,AC NOVO HORIZONTE,RUA JOSE CASTORINO DE ABREU,0,134,CENTRO,NOVO HORIZONTE,NOVO HORIZONTE,BA,46730970
2954,BA,2923001,AC NOVA VICOSA,AVENIDA OCEANICA,0,5,CENTRO,NOVA VICOSA,NOVA VICOSA,BA,45920970
3077,BA,2922854,AC NOVA REDENCAO,RUA 2 DE JULHO,0,11,CENTRO,NOVA REDENCAO,NOVA REDENCAO,BA,46835970
2821,BA,2922805,AC NOVA ITARANA,PRACA DA BANDEIRA,ANEXO PREFEITURA,,CENTRO,NOVA ITARANA,NOVA ITARANA,BA,45390970
3075,BA,2922730,AC NOVA FATIMA,RUA GILDASIO SOUZA,0,257,CENTRO,NOVA FATIMA,NOVA FATIMA,BA,44642970
2901,BA,2922706,AC NOVA CANAA,AVENIDA BERNARDINO RODRIGUES DE MATOS,0,80,CENTRO,NOVA CANAA,NOVA CANAA,BA,45270970
2819,BA,2922607,AC NILO PECANHA,PRACA WALSON BARBOSA,0,100,CENTRO,NILO PECANHA,NILO PECANHA,BA,45440970
2817,BA,2922300,AC MURITIBA,PRACA CASTRO ALVES,0,316,CENTRO,MURITIBA,MURITIBA,BA,44340970
3072,BA,2922250,AC MUQUEM DO SAO FRANCISCO,AVENIDA SAO FRANCISCO,0,648,CENTRO,MUQUEM DE SAO FRANCISCO,MUQUEM DE SAO FRANCISCO,BA,47115970
2816,BA,2922201,AC MUNIZ FERREIRA,RUA BARAO DE TAITINGA,0,86,CENTRO,MUNIZ FERREIRA,MUNIZ FERREIRA,BA,44575970
2814,BA,2922102,AC MUNDO NOVO,PRACA ADOLFO ALVES BARRETO,0,0,CENTRO,MUNDO NOVO,MUNDO NOVO,BA,44800970
2968,BA,2922052,AC MULUNGU DO MORRO,PRACA BERTOLDO SOUZA SANTOS,0,149,CENTRO,MULUNGU DO MORRO,MULUNGU DO MORRO,BA,44885970
2865,BA,2922003,AC MUCURI,AVENIDA CENTRAL,0,536,CENTRO,MUCURI,MUCURI,BA,45930970
2782,BA,2921906,AC MUCUGE,PRACA CORONEL PROPECIO,0,84,CENTRO,MUCUGE,MUCUGE,BA,46750970
2900,BA,2921807,AC MORTUGABA,RUA DE NOVEMBRO,0,39,CENTRO,MORTUGABA,MORTUGABA,BA,46290970
2687,BA,2921708,AC MORRO DO CHAPEU,RUA CORONEL DIAS COELHO,0,209,CENTRO,MORRO DO CHAPEU,MORRO DO CHAPEU,BA,44850970
3073,BA,2921450,AC MIRANTE,PRACA SANTO ANTONIO,0,188,CENTRO,MIRANTE,MIRANTE,BA,45255970
2815,BA,2921302,AC MILAGRES,AVENIDA JOAO LEAL SALES,0,930,CENTRO,MILAGRES,MILAGRES,BA,45315970
2685,BA,2921203,AC MIGUEL CALMON,PRACA JOSE SEVERO COSTA,0,,CENTRO,MIGUEL CALMON,MIGUEL CALMON,BA,44720970
2864,BA,2921104,AC MEDEIROS NETO,TRAVESSA TEIXEIRA DE FREITAS,0,25,CENTRO,MEDEIROS NETO,MEDEIROS NETO,BA,45960970
61562,BA,2927408,AC MATA ESCURA,ALAMEDA EUVALDO LUZ,SHOPPING BELLA VISTA LOJA 46A  ANDAR 1,92,HORTO BELA VISTA,SALVADOR,SALVADOR,BA,41098970
2713,BA,2921005,AC MATA DE SAO JOAO,RUA SANTOS DUMONT,0,140,CENTRO,MATA DE SAO JOAO,MATA DE SAO JOAO,BA,48280970
2781,BA,2920809,AC MARCIONILIO SOUZA,PRACA OLEGARIO FERREIRA,0,438,CENTRO,MARCIONILIO SOUZA,MARCIONILIO SOUZA,BA,46780970
2797,BA,2920601,AC MARAGOGIPE,RUA DOUTOR RODRIGUES LIMA,0,,ENSEADA,MARAGOGIPE,MARAGOGIPE,BA,44420970
2813,BA,2920502,AC MARACAS,PRACA DA BANDEIRA,0,,CENTRO,MARACAS,MARACAS,BA,45360970
2918,BA,2920304,AC MALHADA DE PEDRAS,PRACA FRANCISCO GONCALVES,0,55,CENTRO,MALHADA DE PEDRAS,MALHADA DE PEDRAS,BA,46110970
2935,BA,2920205,AC MALHADA,PRACA SANTA CRUZ,0,12,CENTRO,MALHADA,MALHADA,BA,46440970
2744,BA,2920106,AC MAIRI,RUA NILO RIOS,0,30,CENTRO,MAIRI,MAIRI,BA,44630970
2717,BA,2919959,AC MAETINGA,RUA EXUPERIO LIMA,0,22,CENTRO,MAETINGA,MAETINGA,BA,46255970
2934,BA,2919801,AC MACAUBAS,RUA SENHOR DO BONFIM,0,,CENTRO,MACAUBAS,MACAUBAS,BA,46500970
2780,BA,2919603,AC MACAJUBA,PRACA DOUTOR CASTRO CINCURA,0,,CENTRO,MACAJUBA,MACAJUBA,BA,46805970
2618,BA,2919553,AC LUIS EDUARDO MAGALHAES,RUA IBIPITANGA,0,98,FLORAIS LEA,LUIS EDUARDO MAGALHAES,LUIS EDUARDO MAGALHAES,BA,47850970
2779,BA,2919504,AC LIVRAMENTO DE NOSSA SENHORA,AVENIDA DOUTOR EDILSON PONTES,0,78,CENTRO,LIVRAMENTO DE NOSSA SENHO,LIVRAMENTO DE NOSSA SENHO,BA,46140970
2788,BA,2919306,AC LENCOIS,AVENIDA DE SETEMBRO,0,18,CENTRO,LENCOIS,LENCOIS,BA,46960970
2588,BA,2919207,AC LAURO DE FREITAS,AVENIDA BRIGADEIRO MARIO EPINGHAUS,0,290,CENTRO,LAURO DE FREITAS,LAURO DE FREITAS,BA,42703970
3070,BA,2919058,AC LAJEDO DO TABOCAL,PRACA ARTUR GOMES,0,460,CENTRO,LAJEDO DO TABOCAL,LAJEDO DO TABOCAL,BA,45365970
2778,BA,2919009,AC LAJEDINHO,PRACA HIGINO DE OLIVEIRA PLINIO,0,222,CENTRO,LAJEDINHO,LAJEDINHO,BA,46825970
2862,BA,2918902,AC LAJEDAO,RUA MARIA JOSE ROCHA PASSOS,0,29,CENTRO,LAJEDAO,LAJEDAO,BA,45950970
2985,BA,2918704,AC LAFAIETE COUTINHO,RUA VINTE DE FEVEREIRO,0,204,CENTRO,LAFAIETE COUTINHO,LAFAIETE COUTINHO,BA,45215970
2684,BA,2918506,AC JUSSARA,PRACA MAXIMO GUEDES,0,,CENTRO,JUSSARA,JUSSARA,BA,44925970
3069,BA,2918456,AC JUCURUCU,RUA TRINDADE,0,,CENTRO,JUCURUCU,JUCURUCU,BA,45834970
2775,BA,2918407,AC JUAZEIRO,AVENIDA SANTOS DUMONT,0,235,CENTRO,JUAZEIRO,JUAZEIRO,BA,48903970
2971,BA,2918357,AC JOAO DOURADO,AVENIDA JOAQUIM AUGUSTO,A,212,CENTRO,JOAO DOURADO,JOAO DOURADO,BA,44920970
2811,BA,2918209,AC JIQUIRICA,RUA ENGENHEIRO DANTAS,0,,CENTRO,JIQUIRICA,JIQUIRICA,BA,45470970
2764,BA,2917508,AC JACOBINA,RUA SENADOR PEDRO LAGO,0,160,CENTRO,JACOBINA,JACOBINA,BA,44700970
2915,BA,2917409,AC JACARACI,RUA DOUTOR ANISIO TEIXEIRA,0,44,CENTRO,JACARACI,JACARACI,BA,46310970
2784,BA,2917359,AC JABORANDI,AVENIDA FRANCISCO MOREIRA ALVES,0,11,CENTRO,JABORANDI,JABORANDI,BA,47655970
3068,BA,2917334,AC IUIU,PRACA DO MERCADO,0,371,CENTRO,IUIU,IUIU,BA,46438970
2776,BA,2917201,AC ITUACU,PRACA DA BANDEIRA,0,,CENTRO,ITUACU,ITUACU,BA,46640970
2951,BA,2917102,AC ITORORO,RUA MANOEL NOVAIS,0,264,CENTRO,ITORORO,ITORORO,BA,45710970
59351,BA,2919207,AC ITINGA,AVENIDA SANTOS DUMONT,SHOPPING E FEIRA  LJ 3E,2481,CENTRO,LAURO DE FREITAS,LAURO DE FREITAS,BA,42702970
2896,BA,2916807,AC ITARANTIM,PRACA CASTRO ALVES,0,,CENTRO,ITARANTIM,ITARANTIM,BA,45780970
2806,BA,2916708,AC ITAQUARA,AVENIDA LIBERDADE,0,10,CENTRO,ITAQUARA,ITAQUARA,BA,45340970
2598,BA,2927408,AC ITAPUA,RUA GENEBALDO FIGUEREDO,0,81,ITAPUA,SALVADOR,SALVADOR,BA,41610970
2895,BA,2916401,AC ITAPETINGA,RUA MARECHAL DEODORO DA FONSECA,0,,CENTRO,ITAPETINGA,ITAPETINGA,BA,45700970
2858,BA,2916203,AC ITAPE,PRACA FENELON SANTOS,0,265,CENTRO,ITAPE,ITAPE,BA,45750970
2711,BA,2915908,AC ITANAGRA,RUA NESTOR DUARTE,0,46,CENTRO,ITANAGRA,ITANAGRA,BA,48290970
2894,BA,2915809,AC ITAMBE,PRACA OSORIO FERRAZ DE OLIVEIRA,0,96,CENTRO,ITAMBE,ITAMBE,BA,45140970
2805,BA,2915700,AC ITAMARI,RUA DONINO ROCHA GALVAO,0,138,CENTRO,ITAMARI,ITAMARI,BA,45455970
2855,BA,2915601,AC ITAMARAJU,PRACA NACOES UNIDAS,0,28,CENTRO,ITAMARAJU,ITAMARAJU,BA,45836970
2853,BA,2915502,AC ITAJUIPE,RUA CORACAO DE JESUS,0,40,CENTRO,ITAJUIPE,ITAJUIPE,BA,45630970
38467,BA,2915353,AC ITAGUACU DA BAHIA,RUA DOUTOR RENAN TEIXEIRA BRAGA,0,,CENTRO,ITAGUACU DA BAHIA,ITAGUACU DA BAHIA,BA,47440970
2852,BA,2915205,AC ITAGIBA,RUA DOM PEDRO II,0,47,CENTRO,ITAGIBA,ITAGIBA,BA,45585970
2851,BA,2915106,AC ITAGI,PRACA NELSON DAVI RIBEIRO,0,312,CENTRO,ITAGI,ITAGI,BA,45230970
2774,BA,2915007,AC ITAETE,AVENIDA DOUTOR INOCENCIO MONTEIRO DE SOU,0,349,CENTRO,ITAETE,ITAETE,BA,46790970
2850,BA,2914901,AC ITACARE,RUA JOAO DE SOUZA,0,100,CENTRO,ITACARE,ITACARE,BA,45530970
2742,BA,2914703,AC ITABERABA,PRACA FLAVIO SILVANI,0,30,CENTRO,ITABERABA,ITABERABA,BA,46880970
3092,BA,2922003,AC ITABATAN,RUA OLIVIO RIBEIRO DA SILVA,0,133,CENTRO,ITABATAN,MUCURI,BA,45936970
2677,BA,2914604,AC IRECE,AVENIDA CORONEL TERENCIO DOURADO,0,,MORADA DO SOL,IRECE,IRECE,BA,44860971
2710,BA,2914505,AC IRARA,RUA PEDRO DE LIMA,0,9,CENTRO,IRARA,IRARA,BA,44255970
2972,BA,2914208,AC IRAJUBA,PRACA SANTO ANTONIO,0,177,CENTRO,IRAJUBA,IRAJUBA,BA,45370970
2949,BA,2914109,AC IPUPIARA,RUA MIGUEL CALMON,0,8,CENTRO,IPUPIARA,IPUPIARA,BA,47590970
