MCU,SE,IBGE,UNIDADE,ENDERECO,COMPLEMENTO,NUMERO,BAIRRO,CIDADE,MUNICIPIO,UF,CEP
16127,PR,4118006,AC PARAISO DO NORTE,RUA ROCHA POMBO,0,558,CENTRO,PARAISO DO NORTE,PARAISO DO NORTE,PR,87780970
16087,PR,4117909,AC PALOTINA,RUA VINTE E CINCO DE DEZEMBRO,0,949,CENTRO,PALOTINA,PALOTINA,PR,85950970
16020,PR,4117800,AC PALMITAL,RUA QUINZE DE NOVEMBRO,0,489,CENTRO,PALMITAL,PALMITAL,PR,85270970
16013,PR,4117701,AC PALMEIRA,RUA CONCEICAO,0,51,CENTRO,PALMEIRA,PALMEIRA,PR,84130970
16012,PR,4117602,AC PALMAS,RUA RAFAEL RIBAS,0,91,CENTRO,PALMAS,PALMAS,PR,85690970
16169,PR,4117503,AC PAICANDU,AVENIDA IVAI,0,1274,CENTRO,PAICANDU,PAICANDU,PR,87140970
16292,PR,4117453,AC OURO VERDE DO OESTE,RUA RIO DE JANEIRO,0,424,CENTRO,OURO VERDE DO OESTE,OURO VERDE DO OESTE,PR,85933970
16168,PR,4117404,AC OURIZONA,RUA BELA VISTA,0,1108,CENTRO,OURIZONA,OURIZONA,PR,87170970
15995,PR,4117305,AC ORTIGUEIRA,AVENIDA LAURINDO BARBOSA MACEDO,0,930,CENTRO,ORTIGUEIRA,ORTIGUEIRA,PR,84350970
16307,PR,4117297,AC NOVO ITACOLOMI,RUA ALEIXO FRANCISCO DOS SANTOS,SALA,485,CENTRO,NOVO ITACOLOMI,NOVO ITACOLOMI,PR,86895970
16297,PR,4117271,AC NOVA TEBAS,AVENIDA BRASILIA,0,282,CENTRO,NOVA TEBAS,NOVA TEBAS,PR,85250970
16255,PR,4117222,AC NOVA SANTA ROSA,AVENIDA SANTO CRISTO,0,1015,CENTRO,NOVA SANTA ROSA,NOVA SANTA ROSA,PR,85930970
16310,PR,4117214,AC NOVA SANTA BARBARA,AV INTERVENTOR MANOEL RIBAS,0,543,CENTRO,NOVA SANTA BARBARA,NOVA SANTA BARBARA,PR,86250970
16054,PR,4117255,AC NOVA PRATA DO IGUACU,AVENIDA IGUACU,0,780,CENTRO,NOVA PRATA DO IGUACU,NOVA PRATA DO IGUACU,PR,85685970
16105,PR,4117206,AC NOVA OLIMPIA,PRACA DA REPUBLICA,0,90,CENTRO,NOVA OLIMPIA,NOVA OLIMPIA,PR,87490970
16126,PR,4117107,AC NOVA LONDRINA,AVENIDA LONDRINA,0,770,CENTRO,NOVA LONDRINA,NOVA LONDRINA,PR,87970970
58443,PR,4117057,AC NOVA LARANJEIRAS,RUA CEARA,0,56,CENTRO,NOVA LARANJEIRAS,NOVA LARANJEIRAS,PR,85350972
16234,PR,4117008,AC NOVA FATIMA,AVENIDA QUATORZE DE DEZEMBRO,0,353,CENTRO,NOVA FATIMA,NOVA FATIMA,PR,86310970
425038,PR,4116950,AC NOVA ESPERANCA DO SUDOESTE,AVENIDA IGUACU,SALAS 02,686,CENTRO,NOVA ESPERANCA DO SUDOEST,NOVA ESPERANCA DO SUDOEST,PR,85635972
16099,PR,4116901,AC NOVA ESPERANCA,AVENIDA PRESIDENTE CASTELO BRANCO,0,98,CENTRO,NOVA ESPERANCA,NOVA ESPERANCA,PR,87600970
16167,PR,4116802,AC NOVA CANTU,AVENIDA CANTU,0,525,CENTRO,NOVA CANTU,NOVA CANTU,PR,87330970
16085,PR,4116703,AC NOVA AURORA,RUA SANTOS DUMONT,0,680,CENTRO,NOVA AURORA,NOVA AURORA,PR,85410970
16206,PR,4116604,AC NOVA AMERICA DA COLINA,AVENIDA TIBAGI,0,248,CENTRO,NOVA AMERICA DA COLINA,NOVA AMERICA DA COLINA,PR,86230970
16125,PR,4116505,AC NOVA ALIANCA DO IVAI,AVENIDA FRANCISCO PIRES DE LEMOS,0,404,CENTRO,NOVA ALIANCA DO IVAI,NOVA ALIANCA DO IVAI,PR,87790970
16205,PR,4116406,AC NOSSA SENHORA DAS GRACAS,RUA RUTILIO ANTONIO RIBAS FERREIRA,0,122,CENTRO,NOSSA SENHORA DAS GRACAS,NOSSA SENHORA DAS GRACAS,PR,86680970
16317,PR,4108304,AC NAIPI,AVENIDA BRASIL,0,1318,CENTRO,FOZ DO IGUACU,FOZ DO IGUACU,PR,85857970
16204,PR,4116307,AC MUNHOZ DE MELLO,AVENIDA PRESIDENTE VARGAS,0,75,CENTRO,MUNHOZ DE MELO,MUNHOZ DE MELO,PR,86760970
16007,PR,4116208,AC MORRETES,RUA CORONEL ROMULO JOSE PEREIRA,0,61,CENTRO,MORRETES,MORRETES,PR,83350970
16166,PR,4116109,AC MOREIRA SALES,AVENIDA JOAO THEOTONIO MOREIRA SALES NET,0,697,CENTRO,MOREIRA SALES,MOREIRA SALES,PR,87370970
16084,PR,4116059,AC MISSAL,AVENIDA DOM GERALDO SINGAUDT,0,478,CENTRO,MISSAL,MISSAL,PR,85890970
16203,PR,4116000,AC MIRASELVA,AVENIDA PAPA JOAO XXIII,0,372,CENTRO,MIRASELVA,MIRASELVA,PR,86615970
16124,PR,4115903,AC MIRADOR,RUA DARIO VELOSO,0,70,CENTRO,MIRADOR,MIRADOR,PR,87840970
425037,PR,4115853,AC MERCEDES,AVENIDA JOAO XXIII,0,393,CENTRO,MERCEDES,MERCEDES,PR,85998972
16081,PR,4115804,AC MEDIANEIRA,RUA ARGENTINA,0,1177,CENTRO,MEDIANEIRA,MEDIANEIRA,PR,85720971
49283,PR,4115754,AC MAUA DA SERRA,RUA PONTA GROSSA,SALA 2,850,CENTRO,MAUA DA SERRA,MAUA DA SERRA,PR,86828971
61126,PR,4115739,AC MATO RICO,AVENIDA DAS ARAUCARIAS,0,,CENTRO,MATO RICO,MATO RICO,PR,85240971
15977,PR,4115705,AC MATINHOS,RUA ITACOLOMI,0,157,CENTRO,MATINHOS,MATINHOS,PR,83260970
16080,PR,4115606,AC MATELANDIA,AVENIDA DUQUE DE CAXIAS,0,1407,CENTRO,MATELANDIA,MATELANDIA,PR,85887970
16165,PR,4115507,AC MARUMBI,RUA DUQUE DE CAXIAS,0,800,CENTRO,MARUMBI,MARUMBI,PR,86910970
61110,PR,4115457,AC MARQUINHO,RUA SETE DE SETEMBRO,0,,CENTRO,MARQUINHO,MARQUINHO,PR,85168971
16045,PR,4115408,AC MARMELEIRO,RUA EMILIO MAGNO GLATT,0,653,CENTRO,MARMELEIRO,MARMELEIRO,PR,85615970
16309,PR,4115358,AC MARIPA,RUA RAMIRO BARCELOS,SALA 2,1103,CENTRO,MARIPA,MARIPA,PR,85955970
16044,PR,4115309,AC MARIOPOLIS,AVENIDA BRASIL,0,385,CENTRO,MARIOPOLIS,MARIOPOLIS,PR,85525970
16070,PR,4115200,AC MARINGA,PRACA DEP RENATO CELIDONIO 542 CC COM,0,542,ZONA 01,MARINGA,MARINGA,PR,87001970
16104,PR,4115101,AC MARILUZ,AVENIDA MARILIA,0,1937,CENTRO,MARILUZ,MARILUZ,PR,87470970
16123,PR,4115002,AC MARILENA,AVENIDA PARANA,0,1215,CENTRO,MARILENA,MARILENA,PR,87960970
16202,PR,4114906,AC MARILANDIA DO SUL,RUA QUINZE DE NOVEMBRO,0,464,CENTRO,MARILANDIA DO SUL,MARILANDIA DO SUL,PR,86825970
16078,PR,4114807,AC MARIALVA,RUA PRESIDENTE NEREU RAMOS,0,895,CENTRO,MARIALVA,MARIALVA,PR,86990970
16102,PR,4114708,AC MARIA HELENA,AVENIDA PARANA,0,953,CENTRO,MARIA HELENA,MARIA HELENA,PR,87480970
16175,PR,4106902,AC MARECHAL DEODORO,RUA MARECHAL DEODORO,0,298,CENTRO,CURITIBA,CURITIBA,PR,80011970
16171,PR,4114609,AC MARECHAL CANDIDO RONDON,RUA RIO DE JANEIRO,SALA,814,CENTRO,MARECHAL CANDIDO RONDON,MARECHAL CANDIDO RONDON,PR,85960970
16019,PR,4114500,AC MANOEL RIBAS,RUA IVAN FERREIRA DO AMARAL FILHO,0,342,CENTRO,MANOEL RIBAS,MANOEL RIBAS,PR,85260970
16043,PR,4114401,AC MANGUEIRINHA,RUA JOSE BURIGO,0,444,CENTRO,MANGUEIRINHA,MANGUEIRINHA,PR,85540970
63106,PR,4114351,AC MANFRINOPOLIS,AVENIDA SAO CRISTOVAO,0,,CENTRO,MANFRINOPOLIS,MANFRINOPOLIS,PR,85628971
15964,PR,4114302,AC MANDIRITUBA,RUA JOAO BARBOSA MENDES,0,185,CENTRO,MANDIRITUBA,MANDIRITUBA,PR,83800970
16174,PR,4114203,AC MANDAGUARI,PRACA DOS TRES PODERES,0,281,CENTRO,MANDAGUARI,MANDAGUARI,PR,86975970
16164,PR,4114104,AC MANDAGUACU,RUA 14 DE DEZEMBRO,0,81,CENTRO,MANDAGUACU,MANDAGUACU,PR,87160970
16249,PR,4114005,AC MAMBORE,AVENIDA MANOEL FRANCISCO SILVA,0,570,CENTRO,MAMBORE,MAMBORE,PR,87340970
16018,PR,4113908,AC MALLET,AVENIDA VICENTE MACHADO,0,456,CENTRO,MALLET,MALLET,PR,84570970
16201,PR,4113809,AC LUPIONOPOLIS,RUA SAO PAULO,0,551,CENTRO,LUPIONOPOLIS,LUPIONOPOLIS,PR,86635970
16252,PR,4113759,AC LUNARDELLI,PRACA COMENDADOR GEREMIAS LUNARDELLI,0,377,CENTRO,LUNARDELLI,LUNARDELLI,PR,86935970
16291,PR,4113734,AC LUIZIANA,AVENIDA LIBERDADE,0,1842,CENTRO,LUIZIANA,LUIZIANA,PR,87290970
16003,PR,4113700,AC LONDRINA,RUA MAESTRO EGIDIO CAMARGO DO AMARAL,ESQUINA COM AVENIDA RIO DE JANEIRO,246,CENTRO,LONDRINA,LONDRINA,PR,86001970
16200,PR,4113601,AC LOBATO,AVENIDA PRESIDENTE GETULIO VARGAS,0,1078,CENTRO,LOBATO,LOBATO,PR,86790970
16122,PR,4113502,AC LOANDA,AVENIDA DESEMBARGADOR MUNHOZ DE MELO,TERREO,1275,CENTRO,LOANDA,LOANDA,PR,87900970
16296,PR,4113452,AC LINDOESTE,AVENIDA SOUZA NAVES,0,456,CENTRO,LINDOESTE,LINDOESTE,PR,85826970
38143,PR,4113429,AC LIDIANOPOLIS,RUA SANTA CATARINA,0,277,CENTRO,LIDIANOPOLIS,LIDIANOPOLIS,PR,86865970
16233,PR,4113403,AC LEOPOLIS,RUA ANTONIO PEREIRA DOS SANTOS,0,45,CENTRO,LEOPOLIS,LEOPOLIS,PR,86330970
16002,PR,4113304,AC LARANJEIRAS DO SUL,RUA CORONEL GUILHERME DE PAULA,0,1222,CENTRO,LARANJEIRAS DO SUL,LARANJEIRAS DO SUL,PR,85301970
234811,PR,4113254,AC LARANJAL,RUA SAO PAULO,0,30,CENTRO,LARANJAL,LARANJAL,PR,85275971
16001,PR,4113205,AC LAPA,RUA BARAO DO RIO BRANCO,0,1355,CENTRO,LAPA,LAPA,PR,83750970
16163,PR,4113106,AC KALORE,RUA ORLANDO CARLOS PEREIRA,0,522,CENTRO,KALORE,KALORE,PR,86920970
16162,PR,4113007,AC JUSSARA,AVENIDA GASTAO DE MESQUITA FILHO,0,654,CENTRO,JUSSARA,JUSSARA,PR,87230970
16251,PR,4112959,AC JURANDA,AVENIDA BRASIL,0,2382,CENTRO,JURANDA,JURANDA,PR,87355970
16232,PR,4112900,AC JUNDIAI DO SUL,RUA SAO FRANCISCO,0,344,CENTRO,JUNDIAI DO SUL,JUNDIAI DO SUL,PR,86470970
16231,PR,4112801,AC JOAQUIM TAVORA,AVENIDA PARANA,0,965,CENTRO,JOAQUIM TAVORA,JOAQUIM TAVORA,PR,86455970
16091,PR,4106902,AC JOAO NEGRAO,RUA JOAO NEGRAO,TERREO,1251,REBOUCAS,CURITIBA,CURITIBA,PR,80231970
16250,PR,4112751,AC JESUITAS,AVENIDA PADRE ANCHIETA,0,486,CENTRO,JESUITAS,JESUITAS,PR,85835970
16199,PR,4112702,AC JATAIZINHO,AVENIDA BENJAMIN GIAVARINA,0,57,CENTRO,JATAIZINHO,JATAIZINHO,PR,86210970
56448,PR,4104006,AC JARDIM PAULISTA,RUA DUILIO CALDERARI,0,1829,JARDIM PAULISTA,CAMPINA GRANDE DO SUL,CAMPINA GRANDE DO SUL,PR,83430974
16121,PR,4112603,AC JARDIM OLINDA,AVENIDA TIRADENTES,0,286,CENTRO,JARDIM OLINDA,JARDIM OLINDA,PR,87690970
16285,PR,4113700,AC JARDIM BANDEIRANTE,AVENIDA ARTHUR THOMAS,SALA 01,2310,JARDIM NOVO SABARA,LONDRINA,LONDRINA,PR,86066970
16198,PR,4112504,AC JARDIM ALEGRE,AVENIDA GETULINA,0,380,CENTRO,JARDIM ALEGRE,JARDIM ALEGRE,PR,86860970
16256,PR,4112405,AC JAPURA,AVENIDA BOLIVAR,0,666,CENTRO,JAPURA,JAPURA,PR,87225970
16230,PR,4112306,AC JAPIRA,AVENIDA PREFEITO MOACIR COSTA,0,169,CENTRO,JAPIRA,JAPIRA,PR,84920970
16161,PR,4112207,AC JANIOPOLIS,RUA OSWALDO CHIQUITO,0,122,CENTRO,JANIOPOLIS,JANIOPOLIS,PR,87380970
16079,PR,4112108,AC JANDAIA DO SUL,RUA JOSE MARIA DE PAULA RODRIGUES,0,952,CENTRO,JANDAIA DO SUL,JANDAIA DO SUL,PR,86900970
15994,PR,4112009,AC JAGUARIAIVA,RUA DOUTOR MICHAEL WAHRHAFITIG,0,74,JARDIM CENTRAL,JAGUARIAIVA,JAGUARIAIVA,PR,84200970
16197,PR,4111902,AC JAGUAPITA,AVENIDA MINAS GERAIS,SALA 05 E 06,180,CENTRO,JAGUAPITA,JAGUAPITA,PR,86610970
15993,PR,4111803,AC JACAREZINHO,AVENIDA GETULIO VARGAS,0,849,CENTRO,JACAREZINHO,JACAREZINHO,PR,86400970
16229,PR,4111704,AC JABOTI,RUA JOSE DE AZEVEDO,0,376,CENTRO,JABOTI,JABOTI,PR,84930970
16160,PR,4111605,AC IVATUBA,RUA RIO DE JANEIRO,0,229,CENTRO,IVATUBA,IVATUBA,PR,87130970
16308,PR,4111555,AC IVATE,RUA MARINGA,0,1994,CENTRO,IVATE,IVATE,PR,87525970
16073,PR,4111506,AC IVAIPORA,AVENIDA SOUZA NAVES,0,777,CENTRO,IVAIPORA,IVAIPORA,PR,86870970
15992,PR,4111407,AC IVAI,RUA DOUTOR FERREIRA CORREIA,0,200,CENTRO,IVAI,IVAI,PR,84460970
16120,PR,4111308,AC ITAUNA DO SUL,AVENIDA SAO PAULO,0,369,CENTRO,ITAUNA DO SUL,ITAUNA DO SUL,PR,87980970
34221,PR,4111258,AC ITAPERUCU,AVENIDA SAO PEDRO,0,348,CENTRO,ITAPERUCU,ITAPERUCU,PR,83560970
16041,PR,4111209,AC ITAPEJARA DO OESTE,RUA FERNANDO FERRARI,0,1165,CENTRO,ITAPEJARA D OESTE,ITAPEJARA D OESTE,PR,85580970
16159,PR,4111100,AC ITAMBE,AVENIDA SAO JOAO,0,70,CENTRO,ITAMBE,ITAMBE,PR,87175970
16228,PR,4111001,AC ITAMBARACA,AVENIDA INTERVENTOR MANOEL RIBAS,0,7,CENTRO,ITAMBARACA,ITAMBARACA,PR,86375970
40711,PR,4110953,AC ITAIPULANDIA,AVENIDA TIRADENTES,SALA 04,2148,CENTRO,ITAIPULANDIA,ITAIPULANDIA,PR,85880970
16196,PR,4110904,AC ITAGUAJE,AVENIDA GOVERNADOR MOISES LUPION,0,795,CENTRO,ITAGUAJE,ITAGUAJE,PR,86670970
16158,PR,4110805,AC IRETAMA,AVENIDA PARANA,0,535,CENTRO,IRETAMA,IRETAMA,PR,87280970
15988,PR,4110706,AC IRATI,RUA MARECHAL DEODORO,0,80,CENTRO,IRATI,IRATI,PR,84500970
16306,PR,4110656,AC IRACEMA DO OESTE,AVENIDA SAO PAULO,0,468,CENTRO,IRACEMA DO OESTE,IRACEMA DO OESTE,PR,85833970
16101,PR,4110607,AC IPORA,RUA ARY BARROSO,0,497,CENTRO,IPORA,IPORA,PR,87560970
15991,PR,4110508,AC IPIRANGA,RUA ALCIDES R MACEDO,0,209,CENTRO,IPIRANGA,IPIRANGA,PR,84450970
58808,PR,4119905,AC INDUSTRIAL DE PONTA GROSSA,RUA JORGE BECHER,0,33,COLONIA DONA LUIZA,PONTA GROSSA,PONTA GROSSA,PR,84045971
16100,PR,4110409,AC INDIANOPOLIS,PRACA CARAMURU,0,40,CENTRO,INDIANOPOLIS,INDIANOPOLIS,PR,87235970
16119,PR,4110300,AC INAJA,AVENIDA ANTONIO VEIGA MARTINS,0,46,CENTRO,INAJA,INAJA,PR,87670970
16017,PR,4110201,AC INACIO MARTINS,RUA RUI BARBOSA,PREDIO,622,CENTRO,INACIO MARTINS,INACIO MARTINS,PR,85155970
15985,PR,4110102,AC IMBITUVA,RUA XAVIER DA SILVA,0,289,CENTRO,IMBITUVA,IMBITUVA,PR,84430970
39568,PR,4110078,AC IMBAU,RUA POLIBIO MEIRA COTRIM,0,140,CENTRO,IMBAU,IMBAU,PR,84250970
63080,PR,4110052,AC IGUATU,AVENIDA 7 DE SETEMBRO,0,210,CENTRO,IGUATU,IGUATU,PR,85423971
16157,PR,4110003,AC IGUARACU,AVENIDA BRASIL,0,317,CENTRO,IGUARACU,IGUARACU,PR,86750970
16098,PR,4109906,AC ICARAIMA,AVENIDA HERMES VISSOTTO,0,1010,CENTRO,ICARAIMA,ICARAIMA,PR,87530970
16195,PR,4109807,AC IBIPORA,AVENIDA ENGENHEIRO FRANCISCO BELTRAO,0,169,CENTRO,IBIPORA,IBIPORA,PR,86200970
16290,PR,4109757,AC IBEMA,AVENIDA NEY EUIRSON NAPOLI,0,1695,CENTRO,IBEMA,IBEMA,PR,85478970
16227,PR,4109708,AC IBAITI,RUA DOUTOR EUCLIDES MONTEIRO,0,1050,CENTRO,IBAITI,IBAITI,PR,84900970
59809,PR,4109658,AC HONORIO SERPA,AVENIDA XVI DE NOVEMBRO,SALA 7,788,CENTRO,HONORIO SERPA,HONORIO SERPA,PR,85548971
15976,PR,4109609,AC GUARATUBA,AVENIDA PONTA GROSSA,0,194,CENTRO,GUARATUBA,GUARATUBA,PR,83280970
16248,PR,4109500,AC GUARAQUECABA,AVENIDA ARARAPIRA,0,5,CENTRO,GUARAQUECABA,GUARAQUECABA,PR,83390970
15978,PR,4109401,AC GUARAPUAVA,RUA QUINZE DE NOVEMBRO,0,7774,CENTRO,GUARAPUAVA,GUARAPUAVA,PR,85010971
16261,PR,4109302,AC GUARANIACU,RUA GUIDO LORENCATTO,0,576,CENTRO,GUARANIACU,GUARANIACU,PR,85400970
16194,PR,4109203,AC GUARACI,AVENIDA MORILO CREMASCO,0,699,CENTRO,GUARACI,GUARACI,PR,86620970
16097,PR,4109104,AC GUAPOREMA,AVENIDA PADRE EVALDO FELDHAUS,0,91,CENTRO,GUAPOREMA,GUAPOREMA,PR,87810970
16226,PR,4109005,AC GUAPIRAMA,RUA DOIS DE MARCO,0,439,CENTRO,GUAPIRAMA,GUAPIRAMA,PR,86465970
39340,PR,4108957,AC GUAMIRANGA,RUA DIOGO EMANUEL DE ALMEIDA,0,234,CENTRO,GUAMIRANGA,GUAMIRANGA,PR,84435970
16118,PR,4108908,AC GUAIRACA,AVENIDA CANDIDO BERTHIER FORTES,0,1315,CENTRO,GUAIRACA,GUAIRACA,PR,87880970
16026,PR,4108809,AC GUAIRA,RUA MONJOLI,0,526,CENTRO,GUAIRA,GUAIRA,PR,85980970
16193,PR,4108700,AC GRANDES RIOS,AVENIDA BRASIL,0,398,CENTRO,GRANDES RIOS,GRANDES RIOS,PR,86845970
52050,PR,4108650,AC GOIOXIM,AVENIDA JOAO FERREIRA NEVES,0,104,CENTRO,GOIOXIM,GOIOXIM,PR,85162970
16156,PR,4108601,AC GOIOERE,AVENIDA BENTO MUNHOZ DA ROCHA NETO,0,767,CENTRO,GOIOERE,GOIOERE,PR,87360970
16295,PR,4108551,AC GODOY MOREIRA,AVENIDA SAO PAULO,0,381,CENTRO,GODOY MOREIRA,GODOY MOREIRA,PR,86938970
16014,PR,4108502,AC GENERAL CARNEIRO,RUA COSTA E SILVA,0,76,CENTRO,GENERAL CARNEIRO,GENERAL CARNEIRO,PR,84660970
16109,PR,4108403,AC FRANCISCO BELTRAO,RUA VEREADOR ROMEU LAURO WERLANG,0,1094,CENTRO,FRANCISCO BELTRAO,FRANCISCO BELTRAO,PR,85601970
16260,PR,4108320,AC FRANCISCO ALVES,RUA BRIGADEIRO FARIA LIMA,0,695,CENTRO,FRANCISCO ALVES,FRANCISCO ALVES,PR,87570970
61113,PR,4108452,AC FOZ DO JORDAO,AVENIDA MORRO VERDE 993,0,993,CENTRO,FOZ DO JORDAO,FOZ DO JORDAO,PR,85145972
16071,PR,4108205,AC FORMOSA DO OESTE,RUA HELENA R CIRINO,0,19,CENTRO,FORMOSA DO OESTE,FORMOSA DO OESTE,PR,85830970
16192,PR,4108106,AC FLORIDA,PRACA ANGELO SILVERIO DALLAGO,0,83,CENTRO,FLORIDA,FLORIDA,PR,86780970
16191,PR,4108007,AC FLORESTOPOLIS,AVENIDA QUATORZE DE NOVEMBRO,0,1546,CENTRO,FLORESTOPOLIS,FLORESTOPOLIS,PR,86165970
16154,PR,4107900,AC FLORESTA,AVENIDA GETULIO VARGAS,0,2754,CENTRO,FLORESTA,FLORESTA,PR,87120970
16153,PR,4107801,AC FLORAI,RUA JOAO FALAVIGNA,0,110,CENTRO,FLORAI,FLORAI,PR,87185970
61473,PR,4107850,AC FLOR DA SERRA DO SUL,AVENIDA FRANCISCO PERONDI,0,341,CENTRO,FLOR DA SERRA DO SUL,FLOR DA SERRA DO SUL,PR,85618972
15989,PR,4107751,AC FIGUEIRA,RUA DOUTOR ZOILO MEIRA SIMOES,0,701,CENTRO,FIGUEIRA,FIGUEIRA,PR,84285970
425036,PR,4107736,AC FERNANDES PINHEIRO,AVENIDA REMIS JOAO LOSS,SALA 1,291,CENTRO,FERNANDES PINHEIRO,FERNANDES PINHEIRO,PR,84535972
16152,PR,4107702,AC FENIX,RUA FIGUEIRA,CORREIOS,48,CENTRO,FENIX,FENIX,PR,86950970
16318,PR,4107652,AC FAZENDA RIO GRANDE,RUA CESAR CARELLI,0,335,PIONEIROS,FAZENDA RIO GRANDE,FAZENDA RIO GRANDE,PR,83820970
16190,PR,4107603,AC FAXINAL,AVENIDA BRASIL,0,945,CENTRO,FAXINAL,FAXINAL,PR,86840970
424860,PR,4107553,AC FAROL,AVENIDA PARANA,0,498,CENTRO,FAROL,FAROL,PR,87325972
61299,PR,4107546,AC ESPIGAO ALTO DO IGUACU,AVENIDA BRASILIA,0,451,CENTRO,ESPIGAO ALTO DO IGUACU,ESPIGAO ALTO DO IGUACU,PR,85465971
424793,PR,4107520,AC ESPERANCA NOVA,AVENIDA JUVENAL SILVA BRAGA,0,99,CENTRO,ESPERANCA NOVA,ESPERANCA NOVA,PR,87545972
16304,PR,4107538,AC ENTRE RIOS DO OESTE,RUA AMAZONAS,SALA 03,498,CENTRO,ENTRE RIOS DO OESTE,ENTRE RIOS DO OESTE,PR,85988970
16150,PR,4107504,AC ENGENHEIRO BELTRAO,RUA CLOTARIO PORTUGAL,0,40,CENTRO,ENGENHEIRO BELTRAO,ENGENHEIRO BELTRAO,PR,87270970
16039,PR,4107405,AC ENEAS MARQUES,AVENIDA JOAQUIM BONETTI,0,840,CENTRO,ENEAS MARQUES,ENEAS MARQUES,PR,85630970
16299,PR,4128633,AC DOUTOR ULYSSES,RUA OLIVIO GABRIEL DE OLIVEIRA,0,,CENTRO,DOUTOR ULYSSES,DOUTOR ULYSSES,PR,83590970
16149,PR,4107306,AC DOUTOR CAMARGO,AVENIDA ANDIRA,0,21,CENTRO,DOUTOR CAMARGO,DOUTOR CAMARGO,PR,87155970
16103,PR,4107256,AC DOURADINA,RUA XV DE NOVEMBRO,0,352,CENTRO,DOURADINA,DOURADINA,PR,87485970
16038,PR,4107207,AC DOIS VIZINHOS,RUA GUILHERME GUZZO,0,46,CENTRO,DOIS VIZINHOS,DOIS VIZINHOS,PR,85660970
61307,PR,4107124,AC DIAMANTE DO SUL,RUA DESEMBARGADOR ANTONIO FRANCISCO FERR,0,,CENTRO,DIAMANTE DO SUL,DIAMANTE DO SUL,PR,85408971
16117,PR,4107108,AC DIAMANTE DO NORTE,RUA NELSON TRIZI,0,973,CENTRO,DIAMANTE DO NORTE,DIAMANTE DO NORTE,PR,87990970
15987,PR,4107009,AC CURIUVA,AVENIDA JOAQUIM CARNEIRO,0,681,CENTRO,CURIUVA,CURIUVA,PR,84280970
60252,PR,4106852,AC CRUZMALTINA,AVENIDA PADRE GUALTER FARIAS NEGRAO,0,294,CENTRO,CRUZMALTINA,CRUZMALTINA,PR,86855971
16116,PR,4106704,AC CRUZEIRO DO SUL,AVENIDA SENADOR SOUZA NAVES,0,429,CENTRO,CRUZEIRO DO SUL,CRUZEIRO DO SUL,PR,87650970
16151,PR,4106605,AC CRUZEIRO DO OESTE,AVENIDA BRASIL,0,2140,CENTRO,CRUZEIRO DO OESTE,CRUZEIRO DO OESTE,PR,87400970
425569,PR,4106571,AC CRUZEIRO DO IGUACU,AVENIDA RIO GRANDE DO SUL,LOTE 14 QUADRA 32,664,CENTRO,CRUZEIRO DO IGUACU,CRUZEIRO DO IGUACU,PR,85598972
16011,PR,4106803,AC CRUZ MACHADO,AVENIDA MANOEL RIBAS,0,82,CENTRO,CRUZ MACHADO,CRUZ MACHADO,PR,84620970
16294,PR,4106555,AC CORUMBATAI DO SUL,RUA CARAMURU,0,158,CENTRO,CORUMBATAI DO SUL,CORUMBATAI DO SUL,PR,86970970
16035,PR,4106506,AC CORONEL VIVIDA,RUA CLEVELANDIA,SALA COMERCIAL 02,109,CENTRO,CORONEL VIVIDA,CORONEL VIVIDA,PR,85550970
236433,PR,4106456,AC CORONEL DOMINGOS SOARES,AVENIDA ARAUCARIA,0,3374,CENTRO,CORONEL DOMINGOS SOARES,CORONEL DOMINGOS SOARES,PR,85557971
15966,PR,4106407,AC CORNELIO PROCOPIO,RUA MATO GROSSO,0,225,CENTRO,CORNELIO PROCOPIO,CORNELIO PROCOPIO,PR,86300970
16069,PR,4106308,AC CORBELIA,RUA GARDENIA,0,18,CENTRO,CORBELIA,CORBELIA,PR,85420970
15953,PR,4106209,AC CONTENDA,AVENIDA JOAO FRANCO,0,363,CENTRO,CONTENDA,CONTENDA,PR,83730970
16225,PR,4106100,AC CONSELHEIRO MAIRINCK,RUA XV DE NOVEMBRO,0,202,CENTRO,CONSELHEIRO MAIRINCK,CONSELHEIRO MAIRINCK,PR,86480970
16224,PR,4106001,AC CONGONHINHAS,AVENIDA MANOEL RIBAS,0,414,CENTRO,CONGONHINHAS,CONGONHINHAS,PR,86320970
16189,PR,4105904,AC COLORADO,RUA PREFEITO RAFAEL GIL,0,500,CENTRO,COLORADO,COLORADO,PR,86690970
15952,PR,4105805,AC COLOMBO,RUA PADRE FRANCISCO BONATO,0,316,CENTRO,COLOMBO,COLOMBO,PR,83414970
15962,PR,4105706,AC CLEVELANDIA,RUA CORONEL FERMINO MARTINS,0,455,CENTRO,CLEVELANDIA,CLEVELANDIA,PR,85530970
16096,PR,4105607,AC CIDADE GAUCHA,RUA FREDOLINO STAPENHORST,0,1816,CENTRO,CIDADE GAUCHA,CIDADE GAUCHA,PR,87820970
16130,PR,4105508,AC CIANORTE,AVENIDA SANTA CATARINA,0,443,ZONA 01,CIANORTE,CIANORTE,PR,87200970
16034,PR,4105409,AC CHOPINZINHO,RUA QUATORZE DE DEZEMBRO,0,4733,CENTRO,CHOPINZINHO,CHOPINZINHO,PR,85560970
